,year,"Autres impôts, taxes et versements assimilés",Ventes de marchandises,Production vendue biens,Production vendue services,Chiffres d’affaires nets,Production stockée,Production immobilisée,Subventions d’exploitation,"Reprises sur amortissements et provisions, transfert de charges",Autres produits,Total des produits d’exploitation,Achats de marchandises (y compris droits de douane),Variation de stock (marchandises),Achats de matières premières et autres approvisionnements,Variation de stock (matières premières et approvisionnements),Autres achats et charges externes,"Impôts, taxes et versements assimilés",Salaires et traitements,Charges sociales,Autres charges,Total des charges d’exploitation,Résultat d'exploitation,Bénéfice attribué ou perte transférée,Perte supportée ou bénéfice transféré,Produits financiers de participations,Produits des autres valeurs mobilières et créances de l’actif immobilisé,Autres intérêts et produits assimilés,Reprises sur provisions et transferts de charges financier,Différences positives de change,Produits nets sur cessions de valeurs mobilières de placement,Total des produits financiers,Dotations financières sur amortissements et provisions,Intérêts et charges assimilées,Différences négatives de change,Charges nettes sur cessions de valeurs mobilières de placement,Total des charges financières,Résultat financier,Résultat en cours avant impôts,Produits exceptionnels sur opérations de gestion,Produits exceptionnels sur opérations en capital,Reprises sur provisions et transferts de charges exceptionnel,Total des produits exceptionnels,Charges exceptionnelles sur opérations de gestion,Charges exceptionnelles sur opérations en capital,Dotations exceptionnelles aux amortissements et provisions,Total des charges exceptionnelles,Résultat exceptionnel,Participation des salariés aux résultats de l’entreprise,Impôts sur les bénéfices,Total des produits,Total des charges,Bénéfices ou perte (Total des produits ‐ Total des charges),Impôts différés (compte de résultat),Résultat net des sociétés mises en équivalence,Résultat net des entreprises intégrées,Résultat Groupe (Résultat net consolidé),Part des intérêts minoritaires (Résultat hors groupe),Résultat net part du groupe (part de la société mère),Rémunération d’intermédiaires et honoraires (hors rétrocessions),"Location, charges locatives et de copropriété",Effectif moyen du personnel,Sous‐traitance,Personnel extérieur à l’entreprise,"Rétrocessions d’honoraires, commissions et courtages",Taxe professionnelle,Montant de la TVA. collectée,Total TVA. déductible sur biens et services,Dividendes,siren,denomination,enthic,postal_code,town,ape,ape_name,ape_len,ape_division,ape_groupe,ape_classe,ape_sous_classe,ess_N° IDENTITE ENTREPRISE (SIREN),ess_RAISON SOCIALE,ess_ENSEIGNE,ess_SIGLE,ess_CP VILLE,ess_FORME JURIDIQUE,is_ess
406,2016,,,,,,,,,522579,,522579,,,,,968913,74059,,,-15,1587125,-1064546,,,23579,,,,,,23579,,,,,,23579,-1040967,,,,,,,,,,,,546158,1587125,-1040967,,,,,,,,,,,,,,,,,5580501,SOCIETE DES GLACIERES ET FRIGORIFIQUES DE SAINT-NAZAIRE,236,75008,PARIS,5210A,Entreposage et stockage frigorifique,5,52,521,5210,5210A,,,,,,,YANLIŞ
407,2016,,,,,,,,,,,,,,,,6558,898,,,,7456,-7456,,,,,,,,,,,,,,,,-7456,,,,,,,,,,,,,7456,-7456,,,,,,,,,,,,,,,,,5580683,HOSTELLERIE DE LA TOQUE BLANCHE,187,92240,MALAKOFF,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
408,2016,,5087125,,54673,5141798,,,,108465,16224,5266487,3525823,,,,655060,35870,552762,200726,43759,5213425,53062,,,,,,,,,,,,,,8622,-8622,44440,,,,,,,,,,,808,5266487,5222855,43632,,,,,,,,,,,,,,,,,5620034,ETABLISSEMENTS ROGER,88,80100,ABBEVILLE,4673A,Commerce de gros de bois et de matériaux de construction,5,46,467,4673,4673A,,,,,,,YANLIŞ
409,2016,,,,6394539,6394539,,,3682,30337,,6428558,,,812826,-26821,2745021,151469,1803139,744310,4379,6254668,173890,,,15155,,,,,,15155,,8857,,,,6298,180188,,,,,506,428,,,-935,20455,-56536,6443713,6228378,215335,,,,,,,,,,,,,,,,,5620190,L'OISEAU BLEU,1578,80100,ABBEVILLE,4939A,Transports routiers réguliers de voyageurs,5,49,493,4939,4939A,,,,,,,YANLIŞ
410,2016,,1643015,,80882,1723897,-1273,,3092,32000,2,1757718,,10724,68255,-3395,212695,10465,226950,57170,27459,1736104,21614,,,78,,459,,,,538,,1366,,,1366,-828,,,12044,,,3677,269,352,4298,7746,,-2272,1770299,,30804,,,,,,,12160,31184,9,6721,,,,100168,106362,,5650031,SARL RIGAULT ET CIE,1232,4240,ANNOT,1013A,Préparation industrielle de produits à base de viande,5,10,101,1013,1013A,,,,,,,YANLIŞ
411,2016,,,,,,,,,,1,1,,,,,,313,2423,1115,,20690,-20689,,,,61,,,,,61,,,,,,61,-20628,1403,1616,,3019,585,1616,,2201,818,,,3082,22892,-19809,,,,,,,,,,,,,,,,,5650148,SCIC VALDURANCE HABITAT,1528,4000,DIGNE LES BAINS,6820A,Location de logements,5,68,682,6820,6820A,5650148,SCIC VALDURANCE HABITAT,,,04000 DIGNE LES BAINS,Autres coopératives,DOĞRU
412,2016,,35409457,,156802,35566260,,,16522,485448,504648,36572877,27955418,-36660,,22589,5169956,308396,1459388,492919,31195,35997070,575808,,,495195,,46,,,39214,,,2937,,,2937,531519,1107327,77719,288314,,366033,4557,,,224059,141974,,296690,37473366,36520756,952610,,,,,,,,,,,,,,,,,5650189,DUFOUR SISTERON,834,4200,SISTERON,1011Z,Transformation et conservation de la viande de boucherie,5,10,101,1011,1011Z,,,,,,,YANLIŞ
413,2016,,,,,292994,,,,,1,292995,,,,,14401,45972,,,2,135794,157201,,,,,,,,,,,35132,,,35132,-35132,122069,,410,5943,,,,2257,2257,4096,,42125,299348,215308,84040,,,,,,,,,,,,,,,,,5680541,IMMOBILIERE ATELIERS DAVID,114,44350,GUERANDE,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
414,2016,,2032667,,16329756,18362422,,,130745,292215,6695,18792078,,,3526868,-10128,3342439,767964,4559760,1612724,18757,16265018,2527059,,,,,27646,,,,,,6045,,,6045,21602,2548661,,126504,,,72000,8090,,80090,46413,243544,723023,18946228,17317720,1628507,,,,,,,,,,,,,,,,,5720164,SAINTE ISABELLE,172,80100,ABBEVILLE,8610Z,Activités hospitalières,5,86,861,8610,8610Z,,,,,,,YANLIŞ
415,2016,,,,117265,117265,,,,,2,117266,,,,,2852,17445,,,,20297,96970,,,,,,,,,,,,,,,1871,98841,,,,,,,,,,,32947,119137,53244,65894,,,,,,,,,,,,,,,,,5720602,SOCIETE IMMOBILIERE DU MONOPRIX D'ABBEVILLE,114,92110,CLICHY,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
416,2016,,,114,49044,49158,1827497,,,76193,,1952849,,,62777,49085,1866207,1950,3362,1358,2,,-32268,,,,,,,,14336,14336,1000,,,,20363,-6027,-38295,3659,,,3659,,,,15,3644,,,1970845,2005496,,,,,,,,,,,,,,,,,,5720610,"PICARDIE MARITIME HABITAT ""FONDATION PAUL DUCLERCQ""",1328,80100,ABBEVILLE,4110A,Promotion immobilière de logements,5,41,411,4110,4110A,5720610,PICARDIE MARITIME HABITAT FONDATION PAUL DUCLERCQ,,,80100 ABBEVILLE,Autres coopératives,DOĞRU
417,2016,,233151,,,233151,,,,,2377,235528,117576,,2101,250,32711,1443,58465,22980,,248520,-12992,,,,,938,,,,938,,,,,,938,-12054,,,,,,,,,,,,236466,248520,-12054,,,,,,,,,,,,,,,,,5720644,ETS DEMORTAIN,369,80120,RUE,4752A,"Comm. détail de quincaillerie, peintures et verres (mag.< 400 m2)",5,47,475,4752,4752A,,,,,,,YANLIŞ
418,2016,,,,,,,,,100000,64013,164013,,,,,281369,6813,,,2,288184,-124171,,,,,2887,,,,2887,,,,,,2887,-121284,,,,,,,,,,,,166900,288184,-121284,,,,,,,,,,,,,,,,,5720651,RENE DUFOUR,114,69002,LYON,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
419,2016,,5075220,30496260,549130,36120611,-91485,24203,,116244,25740,36195314,2593517,120430,9746723,,11157328,761554,7426871,2457791,133664,36080769,,,,682001,12,71061,28674,28055,,809805,49095,668947,,,739425,70380,184925,68598,130463,71741,270803,331591,,96861,443847,-173044,,-528,37275924,37263515,,,,,,,,,,,,,,,,,,5720784,ETABLISSEMENTS DECAYEUX,473,80210,FEUQUIERES EN VIMEU,2599A,Fabrication d'articles métalliques ménagers,5,25,259,2599,2599A,,,,,,,YANLIŞ
420,2016,,,,15600,15600,,,,,,15600,,,,,8321,,,,,8321,7279,,,,,,,,,,,,,,,,7279,38555,,,,,,,,38555,,,54155,8321,45834,,,,,,,,,,,,,,,,,5750377,GARAGE GIRAUD,114,4000,DIGNE-LES-BAINS,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
421,2016,,,,1242382,1242382,8500,,4570,5454,,1260907,,,389547,-6372,366837,6960,373953,68768,299,1219958,40948,,,,11,,,,,,,13030,,,13030,-13019,27929,6,,,6,3590,278,,3867,-3862,,-2000,1260923,1234856,,,,,,,,,,,,,,,,,,5750385,ENTREPRISE COMBA,1203,4700,ORAISON,4399C,Travaux de maçonnerie générale et gros oeuvre de bâtiment,5,43,439,4399,4399C,,,,,,,YANLIŞ
422,2016,,4458778,,293,4459071,,,,27029,157683,4643785,4098976,12148,,,261478,38177,134724,52956,18691,4672615,-28830,,,,,,,,,,,,,,519,-519,-29349,,51205,,,,,,,51205,,,4694990,4673134,21855,,,,,,,,,,,,,,,,,5750583,"SERVICES , ASSISTANCE, ET TRANSACTIONS AUTOMOBILES",859,4400,BARCELONNETTE,4730Z,Commerce de détail de carburants en magasin spécialisé,5,47,473,4730,4730Z,,,,,,,YANLIŞ
423,2016,,112987,1254994,1971,1369952,-15269,189,2544,5599,61,,83117,-9197,369646,7700,84346,12774,456486,167834,5519,1208504,,,,,,3916,,,,,,25,,,25,3891,158463,,,258,,,,,,258,,43795,1367251,1252324,,,,,,,,,,,,,,,,,,5780044,PEINTURES SYNTHETIQUES MODERNES,1566,44600,SAINT NAZAIRE,2030Z,"Fabrication de peintures, vernis, encres et mastics",5,20,203,2030,2030Z,,,,,,,YANLIŞ
424,2016,,,,,,,,,,53143,53143,,,,,7922,7193,,,6,15121,38022,,,,4308,12388,3500,,3916,24112,,,,,,24112,62134,,,,,,,,,,,13846,77254,28967,48288,,,,,,,,,,,,,,,,,5780283,STE HALLEREAU & CIE,114,44350,GUERANDE,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
425,2016,,336288,,2758517,3094805,,24488,2500,57576,23759,3203128,325918,,,88614,1414694,73025,915057,302323,26564,3521511,-318383,,,,,,,,,,,,,,,,-318383,,,,,,17693,,17705,-17706,,-51685,3203128,3487531,-284403,,,,,,,,,,,,,,,,,5780390,TRANSPORTS DE LA BRIERE,1578,44600,ST NAZAIRE,4939A,Transports routiers réguliers de voyageurs,5,49,493,4939,4939A,,,,,,,YANLIŞ
426,2016,,295331,,33393534,33688865,,,116746,1076009,290586,35172206,148569,,3729634,-3159,10983605,1129902,11315991,3555135,230138,33783303,1388902,,,,,161488,,282,,161770,6500,,58,,50435,111335,1500238,41256,4222300,152075,,,38112,954013,992125,3423506,354854,1333490,39749607,36514207,3235400,,,,,,,,,,,,,,,,,5780960,SOCIETE IMMOBILIERE TOURISTIQUE ET HOTELIERE DE LA BAULE EN,187,44500,LA BAULE ESCOUBLAC,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
427,2016,,123779,,18395229,18519008,,,,67674,28698,18615380,,-11648,207,,11135418,296514,2426281,1052804,72762,17012481,1602899,,,624000,26950,802,,14,88501,740266,,226122,,,229599,510667,2113566,,27153,8232,,139000,15781,625,155405,-120020,,52816,19391031,17450301,1940730,,,,,,,,,,,,,,,,,5781133,IDEA GROUPE,915,44550,MONTOIR DE BRETAGNE,5229B,Affrètement et organisation des transports,5,52,522,5229,5229B,5781133,IDEA GROUPE,,MTTM,44550 MONTOIR DE BRETAGNE,Sociétés coopératives et participatives (SCOP),DOĞRU
428,2016,,,17698,32439397,32457094,,,2690,1609272,594,34069651,10782556,,,-29261,8624383,492850,7823196,2801021,1974,31907059,,,,,,2726,,,,2726,,,,,3,2723,2165315,3,27612,,27615,32393,,,33864,-6249,158905,217715,34099992,32317546,1782446,,,,,,,,,201,,,,,,,,5820378,ENTREPRISE DEMOUSELLE,692,80100,ABBEVILLE,4321A,Travaux d'installation électrique dans tous locaux,5,43,432,4321,4321A,,,,,,,YANLIŞ
429,2016,,10914706,19971,,10934677,,,16503,6786,323,,10335869,-166989,173579,,230527,35165,238076,89635,1568,10962281,,,,,,,,,,,,6791,,,6791,-6791,-10782,,8305,,8305,,,,,8305,,-2669,,,191,,,,,,,,,,,,,,,,,5820428,DUCROCQ ET CIE,1473,80150,NOYELLES EN CHAUSSEE,4623Z,Commerce de gros (commerce interentreprises) d'animaux vivants,5,46,462,4623,4623Z,,,,,,,YANLIŞ
430,2016,,,11353005,68462,11421468,69552,,5105,13337,1412,11510875,,,2999924,-49393,2836686,198368,3150010,1145562,534,,914300,,,,,15841,,,,15841,,31379,,,31379,,898762,,3259,,3259,13801,,,13801,-10542,83446,233707,11529976,10958908,,,,,,,,,,,,,,,,,,5820477,ETABLISSEMENTS RAOUL DAVERGNE,1626,80210,FEUQUIERES-EN-VIMEU,2454Z,Fonderie d'autres métaux non ferreux,5,24,245,2454,2454Z,,,,,,,YANLIŞ
431,2016,,,,,124877,,,,,24855,149732,,,,,54041,1240,72000,30444,,157725,-7992,,,,,,,,,12600,,,,,42,12558,4566,,,,,,,,,,,60,,,4506,,,,,,,,,,,,,,,,,5880596,GEDIMO HOLDING,1515,44460,SAINT-NICOLAS-DE-REDON,6420Z,Activités des sociétés holding,5,64,642,6420,6420Z,,,,,,,YANLIŞ
432,2016,,5728807,,407023,6135830,,,500,92795,1107,6230231,4612448,-116967,,,,29831,688118,296192,14263,6037431,192800,,,,,3877,,,,3877,,,,,1261,2616,195415,,,,,,,,,,,48846,6234108,6087538,146569,,,,,,,,,,,,,,,,,5920194,SARL BEAUVISAGE TOULLET,98,80150,BRAILLY-CORNEHOTTE,4661Z,Commerce de gros (commerce interentreprises) de matériel agricole,5,46,466,4661,4661Z,,,,,,,YANLIŞ
433,2016,,3727598,,732824,4460423,,,,67602,7039,4535064,3394184,,,-483,492883,22912,313571,78341,15803,4377621,157442,,,,,7733,,,,7733,,,,,,7733,,,37750,,37750,1622,,,1980,35770,,57606,4580546,4437208,143339,,,,,,,,,,,,,,,,,5950159,SARL BARNEAUD ET GIRAUD,1027,4000,DIGNE-LES-BAINS,4778B,Commerces de détail de charbons et combustibles,5,47,477,4778,4778B,,,,,,,YANLIŞ
434,2016,,15185,-19009,1983467,1979644,-65786,,5000,21703,13804,,6266,,756131,31682,418373,26823,430665,228547,410,1923914,,,,,,11275,,,,,,1585,,,1585,9690,40142,,4986,,,375,,,375,4611,,-872,,,,,,,,,,,,,,,,,,,,6076434,MENUISERIE CHARPENTE PIED PERRAUD,542,44380,PORNICHET,4332A,Travaux de menuiserie bois et PVC,5,43,433,4332,4332A,,,,,,,YANLIŞ
435,2016,,,,3724524,3724524,,,3716,,,3728240,,,,,826672,181123,1212347,494867,51171,3193802,534438,,,812124,164371,390184,,,,1366679,,,,,393514,973166,1507604,3524765,5426,,3530191,567088,,,568340,2961851,44602,-319812,8625110,3880446,4744665,,,,,,,225115,113290,27,,9089,,56438,744789,159698,595000,6180301,SOCIETE FINANCIERE ATLANTIC SOFIA,362,44600,SAINT-NAZAIRE,7010Z,Activités des sièges sociaux,5,70,701,7010,7010Z,,,,,,,YANLIŞ
436,2016,,,7058498,1787984,8846483,60056,,494,80993,203850,9191878,,,978998,-56627,3319069,296554,1033902,518783,252021,7274847,1917031,,,,,,,,,,,19689,,,19689,100930,2017961,1639,61666,341599,404906,,27891,225534,253425,151480,104834,,9717405,8206117,,,,,,,,53184,80003,37,298133,103766,,141960,1885668,831099,1624860,6220065,ENTREPRISE OSCAR SAVREUX,222,80550,LE CROTOY,0812Z,"Exploit gravieres & sablieres, extraction argiles & kaolin",5,8,81,812,0812Z,,,,,,,YANLIŞ
437,2016,,64733,,23334,88067,,,439,1635,,90141,52597,,3055,-468,,59,2630,205,3,96742,-6601,,,54,,10,,,,64,,,,,13,51,-6550,,4314,,4314,,,,,,,,94519,96755,-2236,,,,,,,2555,,1,,,,,6908,7632,,6250104,"SOCIETE D INTERET COLLECTIF AGRICOLE ""LES PRODUCTEURS ASSOCI",515,4160,L'ESCALE,4631Z,Commerce de gros (commerce interentreprises) de fruits et légumes,5,46,463,4631,4631Z,,,,,,,YANLIŞ
438,2016,,172714,1515960,2189577,3878252,,,,46472,9432,,73254,42723,422446,37353,1383872,60682,945654,348366,-2897,3537658,,,,,,84,,,,84,,,,,14819,-14735,381762,1162,,,1162,86798,,10000,102795,-101632,,74188,3935404,3729461,205942,,,,,,,267605,491595,37,235390,63149,,36378,738787,372139,,6280234,LE GAL,584,44550,MONTOIR-DE-BRETAGNE,4399D,Autres travaux spécialisés de construction,5,43,439,4399,4399D,,,,,,,YANLIŞ
439,2016,,11889568,5844722,3401498,21135788,9380,,,55205,55431,,9059739,-59867,4428128,-36368,6328879,251261,680156,224083,234,21166691,89113,2260,7369,81426,,69498,,,,150983,,,,,170057,-19073,64930,3603,53120,,,351,1430,133,1914,54809,,,21465769,21346031,,,,,,,,,,,,,,,,,,6280309,COMPTOIR ATLANTIQUE DONGEOIS DE DISTRIBUTION ET D 'APPROVISI,202,44480,DONGES,2363Z,Fabrication de béton prêt à l'emploi,5,23,236,2363,2363Z,,,,,,,YANLIŞ
440,2016,,,,143452,143452,,,537,,,143988,,,,,132763,13099,,,2,152936,-8948,,,,,,,,,,,5609,,,5609,-5609,-14557,,,,,,,,,,,-30385,143988,128160,15828,,,,,,,,,,,,,,,,,6320048,SOCIETE DE MOISMONT,114,80120,VRON,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
441,2016,,,38845322,56771,38902093,-334110,,,182996,3606,38754586,,,7607800,1022,8204769,673321,7124942,2985272,1069965,28343392,,,,,,230720,43168,,504,274392,23719,13568,,11825,,225280,10636474,,27000,,27000,3497,,,4124,22876,900596,3283487,39055978,32580711,,,,,,,,,,218,,,,,,,,6380042,LABORATOIRE NUTERGIA,1240,12700,CAPDENAC GARE,1086Z,Fabrication d'aliments homogénéisés et diététiques,5,10,108,1086,1086Z,,,,,,,YANLIŞ
442,2016,,,,116582,116582,,,,,1,116583,,,,,19405,8384,,,2,85580,31003,,,,,,,,,,,21811,,,21811,-21811,9192,,,,,,,5500,5500,-5500,,1231,116583,114122,2461,,,,,,,,,,,,,,,,,6380117,IMPRIMMO,1499,44350,GUERANDE,6810Z,Activités des marchands de biens immobiliers,5,68,681,6810,6810Z,,,,,,,YANLIŞ
443,2016,,,,,,,,,,923806,25039253,,,,,,1843788,1890179,,,1943781441,,,,,,,,,,239404,,,,,3377288,,,676903,,,5969834,169949,,,1593547,,,,33012654,24408750,8603903,,,,,,,,,,,,,,,,,6380158,ESPACE DOMICILE SOCIÉTÉ ANONYME D'HABITATIONS À LOYER MODÉRÉ,1528,44570,TRIGNAC,6820A,Location de logements,5,68,682,6820,6820A,,,,,,,YANLIŞ
444,2016,,35418009,,2223818,37641826,38079,,76316,307814,1906,38065941,33026992,,,,2586894,243599,1829348,730666,3345,37849543,216398,,,5890,1077,11,,,,,,63827,,,63827,-56848,159550,23002,5700,7107,35808,4227,,12348,22272,13536,,30981,38108728,37966623,,,,,,,,,,59,,,,,,,,6380315,HORIZON AUTOMOBILES,118,44570,TRIGNAC,4511Z,Commerce de voitures et de véhicules automobiles légers,5,45,451,4511,4511Z,,,,,,,YANLIŞ
445,2016,,954696,10315588,191557,11461841,-63569,33438,1472,29289,20,11462491,810949,24616,5917457,-178722,2143766,97433,953143,361209,,,1156750,,,,,8493,,,,,,16148,,,16148,-7654,1149096,667,46927,,47594,11330,15451,,26781,20813,,321359,11518578,10670028,,,,,,,,,,,,,,,,,,6450043,SOCIETE DE FABRICATION ALIMENTAIRE PROVENCALE SOFALIP,335,4700,ORAISON,1039B,Transformation et conservation de fruits,5,10,103,1039,1039B,,,,,,,YANLIŞ
446,2016,,,,,,,,,,,,,,,,2100,164,,,,2264,-2264,,,,1280,32762,,,,34042,,18445,,,18445,15596,13332,,,,,,,,,,,2053,34042,22762,11279,,,,,,,1675,,,,,,164,,326,,6450225,LOU SAN PEYRE,1515,13410,LAMBESC,6420Z,Activités des sociétés holding,5,64,642,6420,6420Z,,,,,,,YANLIŞ
447,2016,,,749,4482032,4482781,,,8778,145308,,4636867,,,1187466,108652,1555374,65644,987341,283349,,4712587,-75721,,,,,,,,,281,,,,,15356,-15075,-90796,144,239815,,239959,,,,97351,142608,,-5057,4877106,4820237,56869,,,,,,,,,,,,,,,,,6480065,TRANSPORTS MORAND FRIGORIFIQUES,741,44550,MONTOIR DE BRETAGNE,4941A,Transports routiers de fret interurbains,5,49,494,4941,4941A,,,,,,,YANLIŞ
448,2016,,,201841,94146,295986,,,2793,4822,20,303621,,,63950,933,116764,6526,59402,16663,3181,280645,,,,,,28,,,,28,,,,,,28,,,,,,,,,196,-196,,1953,303649,,20855,,,,,,,,,,,,,,,,,6520126,LE GROS TILLEUL,187,80120,ARGOULES,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
449,2016,,6754208,2597776,446281,9798265,-21441,,,180555,15415,9972795,4906048,18938,1769626,40745,1082184,,1063211,517604,63055,10033357,,,,,,14680,,,,14680,,,,,16966,-2285,-62847,11023,3333,24713,39070,18789,,,18789,,,,,,,,,,,,,,,,,,,,,,,6580161,SOCIETE DES PRODUITS EN BETON ET MATERIAUX DE CONSTRUCTION D,581,44160,SAINTE-REINE-DE-BRETAGNE,2361Z,Fabrication d'éléments en béton pour la construction,5,23,236,2361,2361Z,,,,,,,YANLIŞ
450,2016,,,41072743,2880056,43952799,-6004476,408808,,586570,178992,39122693,,,26553571,-236032,5338267,741648,9555776,3784222,15189,46881695,,,,,,142857,34137,34347,,211341,731694,,31395,,904258,-692917,-8451919,1926,2940,208458,213325,226162,2623,,541061,-327737,,-234908,39547358,48092106,,,,,,,,,,,,,,,,,,6580195,SOCIETE INDUSTRIELLE POUR LE DEVELOPPEMENT DE LA SECURITE,879,44600,SAINT-NAZAIRE,2910Z,Construction de véhicules automobiles,5,29,291,2910,2910Z,,,,,,,YANLIŞ
451,2016,,1152169,1633321,46650,2832141,54665,,458,15956,1634,,446146,,1098422,8793,537220,21934,373350,138760,3846,2711027,,,,,,,,,,,,,,,9844,-9844,183984,,,,,,,,37,-37,,45615,,,,,,,,,,,,,,,,,,,,6620124,DECOUPAGE ET MOULAGES D'ELASTOMERES,1539,80770,BEAUCHAMPS,2219Z,Fabrication d'autres articles en caoutchouc,5,22,221,2219,2219Z,,,,,,,YANLIŞ
452,2016,,,3772784,22485460,26258244,123047,52584,53837,629466,8712,27125897,,,507733,-173286,7371843,3552012,2742318,1136249,384107,22886595,,,,18123,,361736,,,,379861,,2968710,,,3174239,-2794378,1444924,1048703,2662886,,3711590,,1144615,15452,1187154,2524436,,57078,31217349,,3912281,,,,,,,,,,,,,,,,,6650089,HABITATIONS DE HAUTE PROVENCE,1528,4005,DIGNE LES BAINS CEDEX,6820A,Location de logements,5,68,682,6820,6820A,,,,,,,YANLIŞ
453,2016,,145997,,1637313,1783311,,32095,,7784,1503,1824695,,,,-1256,737553,57105,567447,199923,561,1888857,-64161,,,,,635,,,,,,,,,,635,-63526,,,,,,,,,,,,1825330,1888857,-63526,,,,,,,,,,,,,,,,,6650097,DOMAINE DU VERDON,1429,4120,CASTELLANE,5530Z,"Terrains de camping et parcs pour caravanes, véhicules de loisirs",5,55,553,5530,5530Z,,,,,,,YANLIŞ
454,2016,,24697,,1497946,1522643,,,,11182,83,1533908,,,9,,528716,64216,650843,243726,313,1583203,-49295,,,4164,,,,,,,,11828,,,11828,-7665,-56959,,,,,,,,,,,-1200,1538072,1593831,-55759,,,,,,,,,,,,,,,,,6720049,BORFLEX SERVICES,1558,76800,SAINT-ETIENNE-DU-ROUVRAY,4676Z,Commerce de gros d'autres produits intermédiaires,5,46,467,4676,4676Z,,,,,,,YANLIŞ
455,2016,,47075171,,3604632,50679804,1520,,,825675,19830,51526829,42675480,,,,3225107,326343,2700200,1106065,1013,50382863,1143965,,,,,87966,,,,87966,,,,,130105,-42138,1101826,,6114,15759,21873,1670,1466,,11234,10639,112254,216260,51636670,,783952,,,,,,,381207,624905,94,139045,1110979,,112429,8243772,7321169,,6720064,LE PALAIS DE L'AUTOMOBILE ABBEVILLE,118,80000,AMIENS,4511Z,Commerce de voitures et de véhicules automobiles légers,5,45,451,4511,4511Z,,,,,,,YANLIŞ
456,2016,,13907262,18557475,425265,32890002,64254,12375,,503399,70880,,6372879,-159825,5972598,-126588,6173614,683409,8088494,3143515,49246,31688084,,,,,,185628,,24156,,209784,,63408,,,73690,136094,1988921,500,50205,165199,,,34536,210715,245251,-29347,132571,521694,33966598,32661290,,,,,,,,,,,,,,,,,,6780514,SOCIETE FRANCAISE D'OUTILS PROFESSIONNELS SOFOP,462,44550,MONTOIR DE BRETAGNE,2229B,Fabrication produits de consommation courante en plastique,5,22,222,2229,2229B,,,,,,,YANLIŞ
457,2016,,8975632,,60934,9036567,,,,97914,31849,9166330,7319986,342356,-6937,,503287,86489,398957,,3585,9096168,70162,,,,78,28904,,,,28982,,4401,,,,24581,94743,,249662,3235,252896,14073,15632,,29705,223192,,,9448208,9159908,288300,,,,,,,,,,,,,,,,,6850234,ETABISSEMENTS GARCIN FRERES,1587,4210,VALENSOLE,4621Z,"Comm. de gros céréales, tabac non manuf. et aliments pour bétail",5,46,462,4621,4621Z,,,,,,,YANLIŞ
458,2016,,319140,,1590986,1910125,-26415,,656,21760,28,,,,702933,-1107,474004,23465,596030,194575,6,2064435,-158281,,,,,,,,,,,9774,,,9774,-9774,-168055,6022,33672,,,6311,35942,,42252,-2559,,,1945847,2116461,,,,,,,,14810,110742,17,101949,30152,,4608,201919,16,,6850259,ETABLISSEMENTS MICHEL,408,4510,LE CHAFFAUT SAINT-JURSON,4332B,Travaux de menuiserie métallique et serrurerie,5,43,433,4332,4332B,,,,,,,YANLIŞ
459,2016,,,182791,6943,189734,19658,,,10587,4,219982,,,63245,670,71685,2797,66030,35732,4135,251048,,,,,110,1,,,,110,,3016,,,3016,,-33972,33,31000,,,,1220,,1220,29814,,,251125,255284,,,,,,,,,,,,,,,,,,6880090,PONTCHATELAINE D'EQUIPEMENTS CIDRICOLES,1022,44160,PONTCHATEAU,2893Z,Fabrication de machines pour l'industrie agro-alimentaire,5,28,289,2893,2893Z,,,,,,,YANLIŞ
460,2016,,,,667086,667086,,,,,,667086,,,,,16575,87428,,,1,192698,474388,,,1671787,,18750,,,,1690537,,112,,,112,,2164813,,,,,,,,,,,184967,2357624,377777,1979846,,,,,,,,,,,,,,,,,6980387,STÉ DES ETS ALLAIRE,114,44117,SAINT-ANDRE-DES-EAUX,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
461,2016,,,728588,,728588,7254,,1589,2774,1667,741872,,,247073,2534,132972,10413,212020,89123,45,709473,32399,,,,,,379,,,2238,,981,,,981,1257,33656,,212,2155,2367,209,,,209,,,-533,746476,710130,,,,,,,,,,,,,,,,,,6980395,A L'ETABLI GUERANDAIS,542,44350,GUERANDE,4332A,Travaux de menuiserie bois et PVC,5,43,433,4332,4332A,,,,,,,YANLIŞ
