,year,"Autres impôts, taxes et versements assimilés",Ventes de marchandises,Production vendue biens,Production vendue services,Chiffres d’affaires nets,Production stockée,Production immobilisée,Subventions d’exploitation,"Reprises sur amortissements et provisions, transfert de charges",Autres produits,Total des produits d’exploitation,Achats de marchandises (y compris droits de douane),Variation de stock (marchandises),Achats de matières premières et autres approvisionnements,Variation de stock (matières premières et approvisionnements),Autres achats et charges externes,"Impôts, taxes et versements assimilés",Salaires et traitements,Charges sociales,Autres charges,Total des charges d’exploitation,Résultat d'exploitation,Bénéfice attribué ou perte transférée,Perte supportée ou bénéfice transféré,Produits financiers de participations,Produits des autres valeurs mobilières et créances de l’actif immobilisé,Autres intérêts et produits assimilés,Reprises sur provisions et transferts de charges financier,Différences positives de change,Produits nets sur cessions de valeurs mobilières de placement,Total des produits financiers,Dotations financières sur amortissements et provisions,Intérêts et charges assimilées,Différences négatives de change,Charges nettes sur cessions de valeurs mobilières de placement,Total des charges financières,Résultat financier,Résultat en cours avant impôts,Produits exceptionnels sur opérations de gestion,Produits exceptionnels sur opérations en capital,Reprises sur provisions et transferts de charges exceptionnel,Total des produits exceptionnels,Charges exceptionnelles sur opérations de gestion,Charges exceptionnelles sur opérations en capital,Dotations exceptionnelles aux amortissements et provisions,Total des charges exceptionnelles,Résultat exceptionnel,Participation des salariés aux résultats de l’entreprise,Impôts sur les bénéfices,Total des produits,Total des charges,Bénéfices ou perte (Total des produits ‐ Total des charges),Impôts différés (compte de résultat),Résultat net des sociétés mises en équivalence,Résultat net des entreprises intégrées,Résultat Groupe (Résultat net consolidé),Part des intérêts minoritaires (Résultat hors groupe),Résultat net part du groupe (part de la société mère),Rémunération d’intermédiaires et honoraires (hors rétrocessions),"Location, charges locatives et de copropriété",Effectif moyen du personnel,Sous‐traitance,Personnel extérieur à l’entreprise,"Rétrocessions d’honoraires, commissions et courtages",Taxe professionnelle,Montant de la TVA. collectée,Total TVA. déductible sur biens et services,Dividendes,siren,denomination,enthic,postal_code,town,ape,ape_name,ape_len,ape_division,ape_groupe,ape_classe,ape_sous_classe,ess_N° IDENTITE ENTREPRISE (SIREN),ess_RAISON SOCIALE,ess_ENSEIGNE,ess_SIGLE,ess_CP VILLE,ess_FORME JURIDIQUE,is_ess
107,2013,,,,3786451,3786451,,,70,23018,23,3809562,364058,-8997,,,1238755,208569,1301146,567147,308,3774358,35204,,,,,,,,,,,,,,20930,-20930,14274,15096,,,15096,,,,21903,-6806,,,3824658,3817191,7468,,,,,,,43800,800361,45,1387,3904,,28835,,,,55806673,LA BASTIDE,172,13011,MARSEILLE,8610Z,Activités hospitalières,5,86,861,8610,8610Z,,,,,,,YANLIŞ
108,2013,,141673,,30912,172585,,,,,2425,,89644,11382,,,49047,2049,17292,2471,,172094,2916,,,,,,,,,,,,,,-257,257,3173,77,,,77,1373,,,1373,-1295,,-410,175087,172799,2288,,,,,,,,,,,,,,,,,55808034,COMPTOIR PHOCEEN DU CUIR,1289,13001,MARSEILLE,4624Z,Commerce de gros (commerce interentreprises) de cuirs et peaux,5,46,462,4624,4624Z,,,,,,,YANLIŞ
109,2013,,,,139327,139327,,,,1515,,140842,,,17,,59771,20914,9877,1992,,126829,14013,,,50,7904,1938,,,,,,2034,,,2034,7858,21871,40,,,40,527,,,527,-487,,2381,150773,131771,19003,,,,,,,,,,,,,,,,,57801342,SOCIETE DES PRODUITS BONHOME ANCIENS ETABLISSEMENTS CASTIE E,114,13314,MARSEILLE CEDEX 15,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
110,2013,,,,,,,,,,,,,,,,1346,,,,,1346,-1346,,,,,,1116,,,1116,,,,,583,532,-813,,,,,,,,,,,,1116,1929,-813,,,,,,,,,,,,,,,,,57815839,ECOLE SUPERIEURE DE COMMERCE DE MARSEILLE,725,13006,MARSEILLE (6E),8559B,Autres enseignements,5,85,855,8559,8559B,,,,,,,YANLIŞ
111,2013,,,,24000,24000,,,,,,24000,,,,,1948,660,,,,4712,19288,,,,,,,,,,,,,,,,19288,,,,,,,,,,,2893,24000,7605,16395,,,,,,,,,,,,,,,,,58807413,SARL O MONACO,114,13001,MARSEILLE (1ER),6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
112,2013,,,,160584,160584,,,,,65476,226059,,,,,47567,10546,60953,29821,2714,152408,73651,,,105000,,22104,,,,,,62027,,,62027,65077,138728,67,1000,,,,,,,1067,,6359,354230,220794,133436,,,,,,,,,,,,,,,,,62802186,MARGNAT S.A.S,1506,13008,MARSEILLE,4634Z,Commerce de gros (commerce interentreprises) de boissons,5,46,463,4634,4634Z,,,,,,,YANLIŞ
113,2013,,879174,,12410,891584,,,,,648,892233,613838,-31004,,,69395,5085,123230,,15,794805,97428,,,,,46,,,,,,10500,,,10500,-10454,86974,846,,,846,10530,,,10530,-9684,,,893124,834609,58515,,,,,,,,,,,,,,,,,66309808,PHARMACIE DU CENTRE,316,97600,MAMOUDZOU,4773Z,Commerce de détail produits pharmaceutiques (magasin spécialisé),5,47,477,4773,4773Z,,,,,,,YANLIŞ
114,2013,,,,,,,,,,,,,,,,500,,,,,500,-500,,,,,,,,,,,5992,,,5992,-5992,-6492,,,,,,,,,,,,,6492,-6492,,,,,,,,,,,,,,,,,66801655,ETS P PAPAZIAN ET FILS,1504,13014,MARSEILLE (14E),6619A,Supports juridiques de gestion de patrimoine mobilier,5,66,661,6619,6619A,,,,,,,YANLIŞ
115,2013,,,,,,,,,,7388,7388,,,,,10472,1220,,,,11692,-4304,,,18514,,27266,,,3504,49286,,8652,,,8652,40634,36328,,,,,,,,,,,9964,56674,30310,26364,,,,,,,7374,3060,,,,,1220,,,,67800946,KELLY,234,13821,LA PENNE SUR HUVEAUNE,4690Z,Commerce de gros (commerce interentreprises) non spécialisé,5,46,469,4690,4690Z,,,,,,,YANLIŞ
116,2013,,,,2030660,2030660,,,,29043,,2059986,,,,,1228673,71827,424352,177543,24447,2082397,-22411,,,,247,,,,,,,1485,,,1485,-1238,-23649,4797,24378,,,,5526,,5526,23649,,,2089408,2089408,,,,,,,,,,,,,,,,,,70805320,WORLD TRADE CENTER MARSEILLE PROVENCE,1490,13241,MARSEILLE CEDEX 01,8230Z,"Organisation de foires, salons professionnels et congrès",5,82,823,8230,8230Z,,,,,,,YANLIŞ
117,2013,,,415975405,,415975405,2711543,,38491,10293426,42348,429061213,39929906,-218755,256123258,1545077,84551294,2535145,12659355,5010214,172709,418132461,,,,,,1380562,,5811492,77325,7269379,,875688,1429282,,2304970,4964410,15893162,78658,429167,,507824,151145,,,519208,-11383,1767374,5085866,436838417,427809878,,,,,,,,,,,,,,,,,,85581494,LAITERIE DE SAINT DENIS DE L'HOTEL,1175,45550,SAINT DENIS DE L'HOTEL,1107B,Production de boissons rafraîchissantes,5,11,110,1107,1107B,,,,,,,YANLIŞ
118,2013,,,2729406,381,2729788,-25117,,1500,24688,168,2731027,,,1002146,-11636,1033620,43984,448773,140809,2019,2759917,,,,,,2386,,32,,2418,,,,,17425,-15007,-43897,27342,,,27342,,,,1336,26005,,-1200,2760788,2777480,,,,,,,,,,22,,,,,,,,85780971,GUILLOT - PELLETIER,349,45140,SAINT-JEAN-DE-LA-RUELLE,2550B,"Découpage, emboutissage",5,25,255,2550,2550B,,,,,,,YANLIŞ
119,2013,,4542459,-175,443265,4985550,,,,55510,782,5041842,2536173,7172,,,757436,200433,552605,188136,84,4428218,,,,,31144,67474,,,,98618,,,,,45606,53011,666635,,1411,,1411,45,,,6149,-4737,,222308,5141871,4702281,439590,,,,,,,,,,,,,,,,,86080702,S.A.S. MEUBLES SICOT,704,45160,OLIVET,4759A,Commerce de détail de meubles,5,47,475,4759,4759A,,,,,,,YANLIŞ
120,2013,,,,10926,10926,,,,,,10926,,,,,7856,645,,,,9585,1340,,,,,2131,,,,,,52,,,52,2079,3419,,,,,,,,,,,,13057,9638,3419,,,,,,,,,,,,,,,,,87280954,S.O.R.E.P.A.R.,1100,94130,NOGENT SUR MARNE,4616Z,"Interm. comm. textiles, habillt, fourrures, chaussures & art cuir",5,46,461,4616,4616Z,,,,,,,YANLIŞ
121,2013,,2014911,,8699,2023610,,,,335751,46,2359406,,714323,,,353624,4277,351823,119537,205,3967223,-1607817,,,,,,,,,,,5297,,,5297,-5297,-1613114,,1000,,,44081,248404,,292485,-289008,,,2362883,4265005,-1902122,,,,,,,24702,92181,7,2579,,,-2220,90565,221386,,300068640,VEROPAM,31,93600,AULNAY SOUS BOIS,4644Z,"Commerce de gros de vaisselle, verrerie et produits d'entretien",5,46,464,4644,4644Z,,,,,,,YANLIŞ
122,2013,,3424704,,4934,3429638,,,,4456,45,3434141,2043844,,9318,,774201,86623,199910,81457,312011,3521612,-87471,,,34,,,,13671,,13706,,27439,,,33621,-19915,-107386,11344,20000,,31344,,,62,10361,20982,,,3479191,3565595,-86404,,,,,,,42339,102010,5,132601,113285,,3384,419058,561188,,300094794,TAP BALL 2000,1568,94270,LE KREMLIN BICETRE,4649Z,Commerce de gros d'autres biens domestiques,5,46,464,4649,4649Z,,,,,,,YANLIŞ
123,2013,,,,758823,758823,,,,59780,106,818709,,172,,,474327,5597,195570,67959,12075,766287,52422,,,3000,,6669,,,,9669,,1562,,,1562,,60529,,,,,,,,,,,5557,828378,773406,54972,,,,,,,,,,,,,,,,,300153608,SECOV LE BEAUSSET,114,83330,LE BEAUSSET,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
124,2013,,381746,17450010,98608,17930364,-273347,,,907425,125,18564568,222020,26088,,324916,5649456,484925,6006503,2074751,836,20958637,,,,,,9135,,2336,,11472,,252253,1816,,254069,-242597,-2636666,34568,,,84595,1120193,,10320,1131103,-1046508,,,18660636,22343811,,,,,,,,,,,,,,,,,,300218468,DECOTEC,176,75011,PARIS,3109B,Fabrication autres meubles & industries connexes de l'ameublement,5,31,310,3109,3109B,,,,,,,YANLIŞ
125,2013,,,,2614487,2614487,,,,,4647,2619134,,,,,1401972,51234,717313,255016,301,2481909,137225,,,,,2203,,,,2203,,,,,1262,941,138166,,,,,,3751,,4900,-4900,,32222,2621337,2520293,101044,,,,,,,21837,343007,22,662363,48979,,20769,512438,266755,,300218815,TRANSPORTS GILLES VALOT,64,94430,CHENNEVIERES SUR MARNE,4941B,Transports routiers de fret de proximité,5,49,494,4941,4941B,,,,,,,YANLIŞ
126,2013,,22260487,,69996,22330483,,,,840704,-40580,23130608,12202378,,89666,-6686,5956258,380739,3177713,1196792,98477,22906962,223646,,,53,,96095,,25192,,121339,30000,80715,48230,,158945,,186040,,,,,50438,32018,582,83038,-83038,,-1933,23251947,23147012,104935,,,,,,,,,,,,,,,,,300426046,SDE,1415,67100,STRASBOURG,4641Z,Commerce de gros (commerce interentreprises) de textiles,5,46,464,4641,4641Z,,,,,,,YANLIŞ
127,2013,,1952262,,,1952262,,,,,,,955724,-26566,870,,289765,18360,467911,193821,,1899884,52378,,,,392,,,,,392,,1255,,,1255,-863,51515,487,,,,1789,,,1789,-1302,,10702,1953141,1913630,39511,,,,,,,21905,147053,11,,,,3712,382643,236195,,300609104,GUY ROBIC,212,94320,THIAIS,4771Z,Commerce de détail d'habillement en magasin spécialisé,5,47,477,4771,4771Z,,,,,,,YANLIŞ
128,2013,,2102858,,,2102858,,,,4836,4429,2112125,,-3330,,,90078,23963,208325,72357,4834,2133793,-21668,,,,,,,,267,267,,724,,,724,-457,-22125,,,,,,679,,679,-679,,,2112392,2135197,-22805,,,,,,,,,,,,,,,,,300644838,ETS DEWAS - ITALIQUES,1188,59260,HELLEMMES LILLE,4761Z,Commerce de détail de livres en magasin spécialisé,5,47,476,4761,4761Z,,,,,,,YANLIŞ
129,2013,,2589685,,,2589685,,,,2829,113,2592628,1160088,,,,624991,26931,482897,197007,6417,2534598,58029,,,17165,,29386,,,,46551,,,,,,46551,104580,,,,,,,,23316,-4145,,26610,2658350,2584525,73825,,,,,,,,,,,,,,,,,300747391,SARL J M,704,92220,BAGNEUX,4759A,Commerce de détail de meubles,5,47,475,4759,4759A,,,,,,,YANLIŞ
130,2013,,,,,129585,,,,1273,79,130936,,,,,44993,2502,62506,23416,2,137583,-6646,,,,,,,1,,1,,3660,,,3660,-3659,-10305,,11890,,,1046,16089,,17135,-5245,,,142827,158377,-15550,,,,,,,,,,,,,,,,,300817087,AGENCE BOURGOGNE PUISAYE,1010,89130,TOUCY,6831Z,Agences immobilières,5,68,683,6831,6831Z,,,,,,,YANLIŞ
131,2013,,,,1169288,1169288,,,,955,157,1170400,,,26583,,596260,19396,218080,79304,68,1044259,126140,,,,,,,,,,,4552,,,4552,-4552,121589,,,,,22891,36040,,58932,-58932,,12301,1170400,1120043,50356,,,,,,,19099,87230,7,1305,,,1213,26910,76173,,301171013,CERVIONE VACANCES LE CAMPOLORO,864,20221,CERVIONE,5520Z,Hébergement touristique et autre hébergement de courte durée,5,55,552,5520,5520Z,,,,,,,YANLIŞ
132,2013,,,,4705638,4705638,,,,15883,707,4722227,,,,,3554646,22432,174987,98046,56,3993849,728379,,,9977,,3620,13674,10725,6769,44766,10528,3136,,,50729,-5963,722415,4050,,,,,,,,4050,,234245,4771043,4278823,492220,,,,,,,,,,,,,,,,,301222378,CAPRI,545,75008,PARIS,6910Z,Activités juridiques,5,69,691,6910,6910Z,,,,,,,YANLIŞ
133,2013,,,,515064,515064,,,,4612,2,519678,,,114701,,115993,15252,159022,48110,1553,516537,3141,,,,26,14404,,,,14430,,,,,526,13905,17045,874,,,874,1,,,,873,,1642,534982,518706,16277,,,,,,,,,,,,,,,,,301340873,TRANSPORTS ETABLISSEMENTS TARTARIN T.E.T.,741,86310,SAINT-GERMAIN,4941A,Transports routiers de fret interurbains,5,49,494,4941,4941A,,,,,,,YANLIŞ
134,2013,,60388050,,4628062,65016112,737895,,115708,6675839,6854,72552409,29012200,-2769867,415794,,,973725,6680991,2623982,205114,65739489,6812920,,,1791843,,529616,23221,176909,,2521589,3271,69251,,,288851,2232738,9045658,53323,4351,152692,210367,3245,,187719,190964,,327576,2291054,75284365,68837934,,,,,,,,,,,,,,,,,,301420469,TEXDECOR,1441,59780,WILLEMS,4673B,Commerce de gros d'appareils sanitaires et produits de décoration,5,46,467,4673,4673B,,,,,,,YANLIŞ
135,2013,,,97380,-19125,78255,,,,,,78255,,,910,,54189,3922,68863,30341,638,158865,-80609,,,,,,,,,,,,,,,68,-80541,,,,,,,,,,,,78323,158865,-80541,,,,,,,,,,,,,,,,,301460861,IMPRIMERIE LOINTIER SA,648,93700,DRANCY,1812Z,Autre imprimerie (labeur),5,18,181,1812,1812Z,,,,,,,YANLIŞ
136,2013,,,,355957,355957,,,,6251,1,362209,,,,419,111882,8679,167588,86894,,384096,-21888,,,,,729,,,,729,,,,,134,595,-21293,,5435,,,,,,,5435,,,368373,384231,-15858,,,,,,,,,,,,,,,,,301546230,STARTER,1295,67550,VENDENHEIM,8553Z,Enseignement de la conduite,5,85,855,8553,8553Z,,,,,,,YANLIŞ
137,2013,,37256666,29572,427649,37713888,,,2800,151298,30518,37898506,29046179,,97908,-3966,3091532,375476,2624776,1010543,34927,36868766,,,,13676,,5229,,,,18906,,,,,44216,-25310,1004429,23165,201908,5068,230142,4731,,54884,217240,12901,124221,247029,38147555,37501474,646081,,,,,,,99392,97630,124,102149,95396,,129255,4913017,4550082,,302020177,SOCHADIS,114,85120,LA CHATAIGNERAIE,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
138,2013,,1779,745576,68079,815434,8271,,,,4,823710,,,352868,-26675,229426,9739,184762,51266,1280,805183,,,,,,,,,,,13167,342,33,,13544,,4982,,,,,,,,,,,,823710,818728,,,,,,,,,,,,,,,,,,302021357,ETS BROUET-LEONARD,777,8800,LES HAUTES RIVIERES,2562B,Mécanique industrielle,5,25,256,2562,2562B,,,,,,,YANLIŞ
139,2013,,,,6383983,6383983,-7779,,5483,100672,3672,6486030,,,,,1516690,158593,2537385,1071732,38258,5495153,990877,,,42400,,4492,,,,46892,,17473,,,17473,,1020296,2913,64979,,67892,1660,1016,445,,64772,105056,266296,6600814,5887099,,,,,,,,,,,,,,,,,,302137435,SAGECO,742,33501,LIBOURNE,6920Z,Activités comptables,5,69,692,6920,6920Z,,,,,,,YANLIŞ
140,2013,,,,4442922,4442922,,,,,5731,4448654,,,,,4050882,36599,344657,157924,2272,4601805,-153151,,,45218,,,39,20960,,66217,1382,54893,,,67724,-1507,-154657,122354,,,122354,,,,3410,118944,,,4637225,4672938,-35714,,,,,,,128081,80120,6,3703011,,,7680,58622,89551,,302304373,GEFCO FORWARDING FRANCE,915,95700,ROISSY EN FRANCE,5229B,Affrètement et organisation des transports,5,52,522,5229,5229B,,,,,,,YANLIŞ
141,2013,,,,10320262,10320262,,,,,13106,10333367,,,9296,,690634,277410,6844094,1979488,,9884195,449172,,,,,25,,,,,,28874,,,28874,-28850,420323,,,,,,,,,,,73623,10333392,9986692,346700,,,,,,,,,,,,,,,,,302387261,GEM FRANCE,1054,75009,PARIS,7820Z,Activités des agences de travail temporaire,5,78,782,7820,7820Z,,,,,,,YANLIŞ
142,2013,,,903111,837518,1740629,-3009,,,55037,2121,1794777,,,579519,-5941,452130,23423,470102,215924,-210,1765370,29407,,,,,,,,,7867,,,,,,7867,37274,,4724,,,2827,9869,,12696,-6123,,4627,1809217,1782694,,,,,,,,,,,,,,,,,,302395496,CARROSSERIE DE GREZAN,998,30000,NIMES,4520A,Entretien et réparation de véhicules automobiles légers,5,45,452,4520,4520A,,,,,,,YANLIŞ
143,2013,,278587,,22756,301343,,,,,502,301844,114791,,5257,,61655,7933,36681,5087,60030,293431,8413,,,,,,,,,,,,,,2075,-2075,6339,522,,,522,,,,385,137,,809,302367,296700,5667,,,,,,,,,,,,,,,,,302454350,BOUQUET'S MONTPARNASSE,5,75006,PARIS,4776Z,"Comm. dét. fleurs, plantes, etc, animaux de cie et leurs aliments",5,47,477,4776,4776Z,,,,,,,YANLIŞ
144,2013,,41334729,23340,392005,41750075,,,,166070,65315,41981461,31515962,672699,,3785,3898894,591604,3076723,889266,40420,41276556,,,,50900,50900,18618,,,,82264,46113,,,,153202,-70937,633967,,103951,692169,796120,566012,,90763,699826,96294,161234,124872,42859847,42415691,444156,,,,,,,,,,,,,,,,,302517917,SOCIETE DE DISTRIBUTION DU NORD VENDEE,286,85600,MONTAIGU,4711F,Hypermarchés,5,47,471,4711,4711F,,,,,,,YANLIŞ
145,2013,,,,3201770,3201770,,,,1200,11358,3214328,,,302,,1500423,157363,746635,285305,15107,3052092,162236,277714,22166,5594041,,128453,,1228,15358,5739080,,,3566,,79411,5659669,6077453,60,,7082,7142,,,19047,19229,-12087,,436265,9238264,3609163,5629100,,,,,,,188344,12843,3,29846,,,28640,311629,81896,,302565049,COMPAGNIE D'INVESTISSEMENTS INDUSTRIELS ET COMMERCIAUX - C I,1515,95310,SAINT OUEN L'AUMONE,6420Z,Activités des sociétés holding,5,64,642,6420,6420Z,,,,,,,YANLIŞ
146,2013,,23264,,488926,512190,,,,,,512190,,513,,,142343,5283,226087,91361,,503535,8655,,,,,,,,,,,,,,617,-617,8037,257,4169,,4426,246,,,4047,379,,250,516615,508449,8166,,,,,,,,,,,,,,,,,302640453,AR-MEN FORMATION,1295,94130,NOGENT SUR MARNE,8553Z,Enseignement de la conduite,5,85,855,8553,8553Z,,,,,,,YANLIŞ
147,2013,,6531660,,175456,6707116,,,3397,81115,3180,6794809,3586213,-111016,,,,83324,1106457,444303,72096,6587684,207125,,,,147,50355,,,,,9000,305,,,9305,41197,248321,8873,344,,9216,6533,,,6533,,,55094,6854527,6658616,195911,,,,,,,,,,,,,,,,,303159909,SOCIETE DE DISTRIBUTION DE LA MARTINIQUE,1602,97232,LE LAMENTIN,4645Z,Commerce de gros de parfumerie et de produits de beauté,5,46,464,4645,4645Z,,,,,,,YANLIŞ
148,2013,,,,820438,820438,-33162,,,38961,677,826915,,,271073,-9430,183449,7827,273203,55439,942,873067,-46151,,,,,54,,,,54,,2461,,,2461,-2406,,53125,,,53125,517,,4050,4567,,,61,880095,880156,,,,,,,,,,,,,,,,,,303218291,ATELIERS DE CONSTRUCTIONS METALLIQUES CHAMPENOIS,1008,2400,BRASLES,2511Z,Fabrication de structures métalliques et de parties de structures,5,25,251,2511,2511Z,,,,,,,YANLIŞ
149,2013,,,,1949124,1949124,,,,428,7443,1956995,,,522051,5141,484404,31716,435177,339840,737,1825450,131545,,,2264,,408,,,,,,3,,,3,2668,134213,,1672,,,,,,,1672,,42547,1961339,1868000,93339,,,,,,,,,,,,,,,,,303291645,CONTROLFIX,698,94380,BONNEUIL-SUR-MARNE,4322B,Travaux d'installation équipements thermiques et climatisation,5,43,432,4322,4322B,,,,,,,YANLIŞ
150,2013,,5169694,,,11859906,,,,135270,2012,11997188,,-18240,2222116,,2838712,215538,2346392,1115134,2358,11455970,541218,,,,9,19493,,,11136,61276,,3933,,,7866,53412,594628,,30000,,30000,2562,,,,27438,,207158,12088464,11673556,6044232,,,,,,,,,,,,,,,,,303301691,CENTRE PARISIEN DE RECYCLAGE,1213,91420,MORANGIS,3832Z,Récupération de déchets triés,5,38,383,3832,3832Z,,,,,,,YANLIŞ
151,2013,,23462039,,510808,23972847,,,,769641,11544,24754033,13962483,,,18332,2610630,383833,1825017,915908,140672,20570914,4183118,,,639164,,1667,,2772,,643603,17606,36132,,,53738,589865,4772983,,,150000,150000,,,,340359,-190359,,1342744,25547635,22307755,3239881,,,,,,,,,,,,,,,,,303322408,CREATIONS ET TECHNIQUES NOUVELLES,1568,94310,ORLY,4649Z,Commerce de gros d'autres biens domestiques,5,46,464,4649,4649Z,,,,,,,YANLIŞ
152,2013,,118088,,274991,393079,,,394,,73,,83609,902,,,125924,9120,106040,9870,808,366495,27052,,,,,229,,,,229,,,,,4277,-4047,23004,,,,,,,120,120,-120,,,,,22884,,,,,,,,,,,,,,,,,303679815,CAMPING BEAU RIVAGE,1429,30350,CARDET,5530Z,"Terrains de camping et parcs pour caravanes, véhicules de loisirs",5,55,553,5530,5530Z,,,,,,,YANLIŞ
153,2013,,,,802743,802743,,,,,,802743,,,,,57085,70211,,,,425658,377085,,,,,729548,,,,729548,,237,,,237,729310,,,,,,,,,,,,368762,1532290,794657,737633,,,,,,,,,,,,,,,,,304292451,SOCFI,114,78140,VELIZY VILLACOUBLAY,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
154,2013,,,,506431,506431,-607,,,3417,,509241,,,45864,104,93263,3427,218079,82829,223,463328,45914,,,,,3225,,,,3225,,,,,894,2331,48245,,,,,,,,,,,7760,512467,471982,,,,,,,,,,,,,,,,,,304351778,ETABLISSEMENTS CLAUDE BOSSUT,777,28500,GARANCIERES EN DROUAIS,2562B,Mécanique industrielle,5,25,256,2562,2562B,,,,,,,YANLIŞ
155,2013,,4850052,,32470,4882522,,,,8360,32845,4923727,3151417,106582,,,442486,66491,635906,301873,564,4807818,115909,,,,19648,,,,,19648,,,,,48097,-28449,87460,,,,,,,,287,-287,,22252,4943375,4878454,64921,,,,,,,67903,136230,,,,,24058,644703,505486,,304429772,,,,,,,,,,,,,,,,,,YANLIŞ
156,2013,,,6743129,21871,6765000,13725,,20737,59425,2035,6860922,,,3357633,-50264,1547564,189774,1010400,393523,11,6768377,92545,,,40,239,,,,134,,,21516,,,21516,-19756,72789,,27682,39826,67508,24899,7380,29028,61307,,,7502,6930190,,71488,,,,,,,,,,,,,,,,,304486897,,,,,,,,,,,,,,,,,,YANLIŞ
157,2013,,,,397619,397619,-57000,,,-640,159,340138,,,,,79701,22158,156784,64765,12,325671,14468,,,,,,,,132,132,,,,,32,100,14568,,,,,,,,,,,,340271,325703,,,,,,,,,,,,,,,,,,304489511,,,,,,,,,,,,,,,,,,YANLIŞ
158,2013,,1907168,,,1907168,,,2188,12866,87,1922309,,-2337,6446,4579,404694,11763,229313,61488,155,2002983,-80674,,,,,3536,,,,3536,,1500,,,1500,2035,-78639,28,16480,,,466,15517,,15983,526,,,1942353,2020466,-78113,,,,,,,7345,57186,8,,4780,,1760,105617,105202,14400,304557861,POISSONNERIE MAUGER,367,28400,NOGENT-LE-ROTROU,4781Z,Commerce de détail alimentaire sur éventaires et marchés,5,47,478,4781,4781Z,,,,,,,YANLIŞ
159,2013,,,,84615,84615,,,,,,84615,,,,,13946,8127,17518,17769,,60422,24193,,,,,7319,,,,7319,,156,,,156,7163,,,,,,,,,,,,4703,91934,65281,26653,,,,,,,,,,,,,,,,,304604101,B.M.P COLNEM,114,30132,CAISSARGUES,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
160,2013,,4145,2433007,23115,2460267,-21141,129660,9800,370,16737,2595692,4075,,,7529,765337,16204,433896,168960,4343,2349164,,,,,,,,,,,,54479,,,54479,-54479,192050,,,,,,,,24309,-24309,,-32980,2595692,2394971,,,,,,,,,,,,,,,,,,304803851,VETALIS,168,16100,CH,1091Z,Fabrication d'aliments pour animaux de ferme,5,10,109,1091,1091Z,,,,,,,YANLIŞ
161,2013,,,,,,,,,,,,,,,,324050,3287,128310,48316,5,509597,,,,,,,,,,,,34268,,,34268,,,,,,,711,,,711,,,353,546218,,1289,,,,,,,,,,,,,,,,,304851595,RONT GESTION ET DEVELOPPEMENT,1515,94130,NOGENT SUR MARNE,6420Z,Activités des sociétés holding,5,64,642,6420,6420Z,,,,,,,YANLIŞ
162,2013,,,,,,,,,2039,781,2820,,,,,1573,,,,2550,4123,-1303,,,,,,,,,,,,,,,,-1303,,,,,,,,,,,,2820,4123,-1303,,,,,,,1350,,,,,,,,245,,304915119,MIROITERIE SIMON,1335,13200,ARLES,4334Z,Travaux de peinture et vitrerie,5,43,433,4334,4334Z,,,,,,,YANLIŞ
163,2013,,,,4197054,4197054,56405,,833,172651,60,4427005,,,1110146,-14691,1590094,63176,961503,566819,12,4321947,105058,,,,,4056,16527,,158102,178686,,40,,,63,178623,283681,,8959,63824,72784,65225,,,69933,2850,40492,40694,4678476,4473131,,,,,,,,381219,216861,32,179161,140065,,32898,751175,516395,,305118945,DELAUNAY SAS,959,60134,VILLERS-SAINT-SEPULCRE,4329A,Travaux d'isolation,5,43,432,4329,4329A,,,,,,,YANLIŞ
164,2013,,,,2926124,2926124,,,,10639,168,2936930,,1701,740993,,927459,27231,552696,367664,116,2649384,287546,,,,,5954,,,,5954,,,,,6369,-415,287131,19,,,19,,197,28500,30031,-30013,,83598,2942902,2769382,173520,,,,,,,23096,75630,20,310621,18782,,11770,340822,251890,100000,305304479,SOCIETE PICARD,692,94200,IVRY SUR SEINE,4321A,Travaux d'installation électrique dans tous locaux,5,43,432,4321,4321A,,,,,,,YANLIŞ
165,2013,,,,41544,41544,,,,17000,,58544,,,,,74524,29927,15600,5647,,543738,-485193,,,,,,,,,,,,,,10,-10,-485203,5453,,40145,45598,27776,,32953,261529,-215931,,,104142,805276,-701134,,,,,,,,,,,,,,,,,305306177,BERDAL TOURISTIQUE,187,97232,LE,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
166,2013,,1287951,922684,232589,2443224,40898,,2613,35703,,2522439,,,536673,14063,837473,111558,595418,159127,,2493050,29389,,,,,,,,,170,,,,,23348,-23178,6211,5228,,,,6334,,,6334,-1107,,-2536,2527836,2520196,,,,,,,,19146,324,35,672962,,,32105,336351,313845,,305365462,BENNES SEMPERE,875,66000,PERPIGNAN,2920Z,Fabrication de carrosseries et remorques,5,29,292,2920,2920Z,,,,,,,YANLIŞ
